week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
4,2026-09-19,Saturday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Foundations, part 2",Foundations,weekend challenge,Weekend challenge: DeepSeek sparse attention (foundations),90 focused minutes on DeepSeek sparse attention this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on DeepSeek sparse attention, from first principles, with a visible artifact | Point to the exact starting resource: github.com/RUCAIBox/awesome-llm-pretraining | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,github.com/RUCAIBox/awesome-llm-pretraining
5,2026-09-20,Sunday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,theme kickoff,"Week 5 kickoff - Post-training & Alignment - Foundations, part 1","This week: post-training & alignment, from first principles. If the term is familiar but the mechanics are fuzzy, this pass is for you.",Name the week's six topics: SFT data quality vs quantity; chat templates and instruction formats; LoRA mechanics; QLoRA quantized fine-tuning; full fine-tuning vs PEFT; reward model training | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,github.com/huggingface/trl
5,2026-09-20,Sunday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,poll,Poll (week 5): where are you with post-training & alignment?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,github.com/huggingface/trl
5,2026-09-21,Monday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,concept deep-dive,"SFT data quality vs quantity, explained from first principles",Most engineers can name SFT data quality vs quantity. Far fewer can explain the mechanics. Here is the foundations version.,"Define SFT data quality vs quantity in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/OpenRLHF/OpenRLHF
5,2026-09-21,Monday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,annotated diagram,SFT data quality vs quantity in one diagram (foundations),"If you cannot draw SFT data quality vs quantity, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/OpenRLHF/OpenRLHF
5,2026-09-22,Tuesday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,repo walkthrough,Inside trl: chat templates and instruction formats in real code (foundations),Theory posts about chat templates and instruction formats are everywhere. Today: where it actually lives in github.com/huggingface/trl.,"Point to the exact files/sections in github.com/huggingface/trl that implement or document chat templates and instruction formats | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read from first principles",Save this for your next design review.,github.com/huggingface/trl
5,2026-09-22,Tuesday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,snippet / config tip,A working snippet for chat templates and instruction formats (foundations),One copy-pasteable block that makes chat templates and instruction formats concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Follow along - this series runs all week.,github.com/huggingface/trl
5,2026-09-23,Wednesday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,case study,Case study: LoRA mechanics in production (foundations),"A real team, a real system, and LoRA mechanics under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about LoRA mechanics",Comment your take - I read every reply.,github.com/OpenRLHF/OpenRLHF
5,2026-09-23,Wednesday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,lessons listicle,5 lessons about LoRA mechanics teams learn too late (foundations),Every one of these LoRA mechanics lessons was paid for in an incident review.,"Five one-line lessons framed from first principles, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Bookmark this; you will need it at 3am someday.,github.com/OpenRLHF/OpenRLHF
5,2026-09-24,Thursday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,hands-on tutorial,Hands-on: QLoRA quantized fine-tuning in under an hour (foundations),Stop reading about QLoRA quantized fine-tuning. Here is the smallest real exercise that teaches it from first principles.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Tag someone who is debugging this right now.,github.com/huggingface/trl
5,2026-09-24,Thursday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,common mistakes checklist,The QLoRA quantized fine-tuning mistakes checklist (foundations),Five checks that catch 90% of QLoRA quantized fine-tuning mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made from first principles | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Repost this so your team sees it.,github.com/huggingface/trl
5,2026-09-25,Friday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,contrarian take,Hot take: most advice about full fine-tuning vs PEFT is wrong (foundations),"The standard advice on full fine-tuning vs PEFT optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Save this for your next design review.,github.com/OpenRLHF/OpenRLHF
5,2026-09-25,Friday,PM,17:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,debate prompt,"Debate: is full fine-tuning vs PEFT necessary, or overengineering? (foundations)","Two senior engineers, opposite positions on full fine-tuning vs PEFT, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued from first principles | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Follow along - this series runs all week.,github.com/OpenRLHF/OpenRLHF
5,2026-09-26,Saturday,AM,09:00,Post-training & Alignment,"Post-training & Alignment - Foundations, part 1",Foundations,recap + quiz,"Week 5 recap and quiz: Post-training & Alignment - Foundations, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: SFT data quality vs quantity; chat templates and instruction formats; LoRA mechanics; QLoRA quantized fine-tuning; full fine-tuning vs PEFT | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Comment your take - I read every reply.,github.com/huggingface/trl
